Bnum,Object_ID
b0715,G6384
b0716,G6385
b0717,G6386
b0718,G6387
,G6388
b0746,G6389
b0747,G6390
b0748,G6391
b0749,G6392
b0752,G6393
b0753,G6394
b0761,G6395
b0762,G6396
b0767,G6397
b0768,G6398
b0769,G6399
b0770,G6400
b0771,G6401
b0780,G6402
b0786,G6403
b0787,G6404
b0788,G6405
b0789,G6406
b0790,G6407
b0791,G6408
b0792,G6409
b0793,G6410
b0794,G6411
b0795,G6412
b0804,G6413
b0805,G6414
b0806,G6415
b0807,G6416
b0808,G6417
b0815,G6418
b0816,G6419
b0817,G6420
b0818,G6421
b0819,G6422
b0820,G6423
b0821,G6424
b0822,G6425
b0823,G6426
b0824,G6427
b0825,G6428
b0829,G6429
b0830,G6430
b0831,G6431
b0832,G6432
b0833,G6433
b0834,G6434
b0835,G6435
b0836,G6436
b0837,G6437
b0838,G6438
b0841,G6439
b0842,G6440
b0843,G6441
b0844,G6442
b0845,G6443
b0846,G6444
b0847,G6445
b0848,G6446
b0853,G6447
b0858,G6448
b0859,G6449
b0865,G6450
b0866,G6451
b0867,G6452
b0868,G6453
b0869,G6454
b0870,G6455
b0872,G6456
b0873,G6457
b0874,G6458
b0876,G6459
b0877,G6460
b0878,G6461
b0879,G6462
b0881,G6463
b0890,G6464
b0891,G6465
b0899,G6466
b0900,G6467
b0905,G6468
b0906,G6469
b0909,G6470
b0916,G6471
b0917,G6472
b0919,G6473
b0926,G6474
b0927,G6475
b0934,G6476
b0935,G6477
b0936,G6478
b0937,G6479
b0938,G6480
b0939,G6481
b0940,G6482
b0941,G6483
b0942,G6484
b0943,G6485
b0946,G6486
b0947,G6487
b0948,G6488
b0949,G6489
b0950,G6490
b0951,G6491
b0952,G6492
b0955,G6493
b0959,G6494
b0960,G6495
b0961,G6496
b0963,G6497
b0964,G6498
b0965,G6499
b0966,G6500
b0967,G6501
b0968,G6502
b0982,G6503
b0983,G6504
b0984,G6505
b0985,G6506
b0986,G6507
b0987,G6508
b0988,G6509
b0989,G6510
b0990,G6511
b0991,G6512
b0992,G6513
b0993,G6514
b0994,G6515
b1005,G6516
b1006,G6517
b1007,G6518
b1008,G6519
b1009,G6520
b1010,G6521
b1011,G6522
b1012,G6523
b1016,G6525
b1018,G6527
b1021,G6528
b1022,G6529
b1023,G6530
b1024,G6531
b1025,G6532
b1026,G6533
b1027,G6534
b1028,G6535
b1029,G6536
b1033,G6539
b1034,G6540
b1035,G6541
b1036,G6542
b1037,G6543
b1038,G6544
b1039,G6545
b1040,G6546
b1041,G6547
b1043,G6548
b1044,G6549
b1045,G6550
b1046,G6551
b1047,G6552
,G6553
b1057,G6554
b1058,G6555
b1059,G6556
b1060,G6557
b1061,G6558
b1065,G6559
b1068,G6560
b1069,G6561
b1070,G6562
b1085,G6563
b1104,G6564
b1105,G6565
b1106,G6566
b1107,G6567
b1108,G6568
b1111,G6569
b1112,G6570
b1113,G6571
b1115,G6572
b1116,G6573
b1117,G6574
b1118,G6575
b1119,G6576
b1120,G6577
b1121,G6578
b1122,G6579
b1134,G6580
b1135,G6581
b1137,G6582
b1138,G6583
b1141,G6585
b1142,G6586
b1143,G6587
b1144,G6588
b1145,G6589
b1146,G6590
b1147,G6591
b1148,G6592
b1149,G6593
b1150,G6594
b1151,G6595
b1152,G6596
b1153,G6597
b1155,G6598
b1157,G6599
b1160,G6600
b1161,G6601
b1162,G6602
b1163,G6603
b1164,G6604
b1165,G6605
b1166,G6606
b1167,G6607
b1168,G6608
b1169,G6609
b1170,G6610
b1171,G6611
b1172,G6612
b1173,G6613
b1177,G6614
b1178,G6615
b1179,G6616
b1180,G6617
b1181,G6618
b1182,G6619
b1191,G6620
b1192,G6621
b1193,G6622
b1194,G6623
b1195,G6624
b1196,G6625
b1199,G6626
b1200,G6627
b1201,G6628
b1202,G6629
b1213,G6630
b1228,G6631
b1240,G6632
b1248,G6633
b1266,G6634
b1267,G6635
b1268,G6636
b1279,G6637
b1284,G6638
b1285,G6639
b1287,G6640
b1289,G6641
b1295,G6642
b1296,G6643
b1297,G6644
b1298,G6645
b1302,G6646
b1309,G6647
b1310,G6648
b1311,G6649
b1312,G6650
b1313,G6651
b1314,G6652
b1315,G6653
b1316,G6654
b1317,G6655
b1318,G6656
b1319,G6657
b1320,G6658
b1321,G6659
b1324,G6660
b1325,G6661
b1326,G6662
b1327,G6663
b1328,G6664
b1329,G6665
b1330,G6666
b1331,G6667
b1332,G6668
b1337,G6669
b1338,G6670
b1339,G6671
b1340,G6672
b1341,G6673
b1342,G6674
b1344,G6675
b1345,G6676
b1346,G6677
,G6678
b1355,G6679
b1356,G6680
b1357,G6681
b1358,G6682
b1359,G6683
b1360,G6684
b1361,G6685
b1362,G6686
,G6687
b1365,G6688
b1366,G6689
,G6690
b1368,G6691
b1369,G6692
b1370,G6693
b1371,G6694
b1372,G6695
b1373,G6696
b1374,G6697
b1375,G6698
b1376,G6699
b1377,G6700
b1378,G6701
b1379,G6702
b1381,G6703
b1382,G6704
b1383,G6705
b1384,G6706
b1387,G6708
b1388,G6709
b1389,G6710
b1390,G6711
b1391,G6712
b1392,G6713
b1393,G6714
b1394,G6715
b1395,G6716
b1396,G6717
b1397,G6718
b1398,G6719
b1399,G6720
b1400,G6721
b1401,G6722
b1402,G6723
b1403,G6724
b1404,G6725
b1408,G6727
b1409,G6728
b1410,G6729
b1411,G6730
b1412,G6731
b1413,G6732
b1420,G6736
b1422,G6737
b1423,G6738
,G6740
b1428,G6741
b1431,G6742
b1432,G6743
b1433,G6744
b1434,G6745
b1435,G6746
b1436,G6747
,G6748
b1438,G6749
b1439,G6750
b1440,G6751
b1441,G6752
b1442,G6753
b1443,G6754
b1444,G6755
b1445,G6756
b1446,G6757
b1447,G6758
b1448,G6759
b1449,G6760
b1450,G6761
b1451,G6762
b1452,G6763
b1453,G6764
b1454,G6765
b1455,G6766
b1458,G6767
b1459,G6768
b1462,G6769
b1463,G6770
b1470,G6771
b1471,G6772
b1472,G6773
b1477,G6774
b1478,G6775
b1481,G6776
b1483,G6777
b1484,G6778
b1485,G6779
b1486,G6780
b1487,G6781
b1488,G6782
b1489,G6783
b1490,G6784
b1491,G6785
b1492,G6786
b1497,G6787
b1498,G6788
b1499,G6789
b1500,G6790
b1501,G6791
b1502,G6792
b1503,G6793
b1504,G6794
b1505,G6795
b1506,G6796
b1509,G6797
b1511,G6798
b1512,G6799
b1513,G6800
b1514,G6801
b1515,G6802
b1516,G6803
b1517,G6804
b1518,G6805
b1519,G6806
b1520,G6807
b1522,G6808
b1523,G6809
b1524,G6810
b1525,G6811
b1526,G6812
b1527,G6813
b1540,G6814
b1541,G6815
b1542,G6816
b1543,G6817
b1544,G6818
b1545,G6819
b1546,G6820
b1547,G6821
b1549,G6822
b1550,G6823
b1551,G6824
b1552,G6825
b1553,G6826
b1554,G6827
b1555,G6828
b1556,G6829
b1559,G6830
b1560,G6831
b1565,G6832
b1566,G6833
b1567,G6834
b1568,G6835
b1578,G6836
b1579,G6837
b1580,G6838
b1581,G6839
b1582,G6840
b1583,G6841
b1584,G6842
b1585,G6843
b1586,G6844
b1587,G6845
b1588,G6846
b1589,G6847
b1590,G6848
b1591,G6849
b1592,G6850
b1593,G6851
b1594,G6852
b1595,G6853
b1596,G6854
b1597,G6855
b1598,G6856
b1599,G6857
b1600,G6858
b1601,G6859
b1604,G6860
b1605,G6861
b1606,G6862
b1607,G6863
b1608,G6864
b1614,G6865
b1615,G6866
b1618,G6867
b1624,G6868
b1625,G6869
b1626,G6870
b1627,G6871
b1628,G6872
b1629,G6873
b1630,G6874
b1631,G6875
b1632,G6876
b1634,G6877
b1635,G6878
b1636,G6879
b1640,G6880
b1641,G6881
b1642,G6882
b1643,G6883
b1644,G6884
b1645,G6885
b1646,G6886
b1647,G6887
b1648,G6888
b1649,G6889
b1650,G6890
b1651,G6891
b1655,G6892
b1657,G6893
b1664,G6894
b1667,G6895
b1668,G6896
b1669,G6897
b1670,G6898
b1671,G6899
b1672,G6900
b1673,G6901
b1674,G6902
b1675,G6903
b1678,G6904
b1679,G6905
b1680,G6906
b1681,G6907
b1682,G6908
b1683,G6909
b1685,G6911
b1686,G6912
b1687,G6913
b1688,G6914
b1689,G6915
b1690,G6916
b1691,G6917
b1695,G6918
b1696,G6919
b1697,G6920
b1698,G6921
b1699,G6922
b1700,G6923
b1706,G6924
b1707,G6925
b1720,G6926
b1721,G6927
b1722,G6928
b1724,G6929
b1725,G6930
b1726,G6931
b1727,G6932
b1728,G6933
b1729,G6934
b1730,G6935
b1731,G6936
b1741,G6937
b1742,G6938
b1743,G6939
b1744,G6940
b1745,G6941
b1746,G6942
b1747,G6943
b1748,G6944
b1750,G6945
b1751,G6946
b1752,G6947
b1753,G6948
b1754,G6949
b1755,G6950
b1756,G6951
b1757,G6952
b1758,G6953
b1759,G6954
b1760,G6955
b1762,G6956
b1770,G6957
b1771,G6958
b1772,G6959
b1773,G6960
b1774,G6961
b1775,G6962
b1776,G6963
b1777,G6964
b1780,G6966
b1781,G6967
b1782,G6968
b1783,G6969
b1784,G6970
b1785,G6971
b1786,G6972
b1787,G6973
b1788,G6974
b1789,G6975
b1790,G6976
b1791,G6977
b1792,G6978
b1793,G6979
b1794,G6980
b1795,G6981
b1796,G6982
b1797,G6983
b1798,G6984
b1799,G6985
b1800,G6986
b1801,G6987
b1802,G6988
b1803,G6989
b1806,G6990
b1807,G6991
b1808,G6992
b1809,G6993
b1810,G6994
b1811,G6995
b1815,G6996
b1816,G6997
b1820,G6998
b1821,G6999
b1824,G7000
b1825,G7001
b1826,G7002
b1827,G7003
b1828,G7004
b1832,G7005
b1833,G7006
b1834,G7007
b1835,G7008
b1836,G7009
b1837,G7010
b1838,G7011
b1839,G7012
b1840,G7013
b1841,G7014
b1843,G7015
b1844,G7016
b1857,G7017
b1858,G7018
b1869,G7019
b1870,G7020
b1871,G7021
b1872,G7022
b1873,G7023
b1874,G7024
b1875,G7025
b1877,G7026
b1878,G7027
b1880,G7028
b1893,G7029
b1894,G7030
b1895,G7031
b1902,G7033
,G7034
b1904,G7035
b1906,G7036
b1918,G7037
b1919,G7038
b1920,G7039
b1932,G7040
b1933,G7041
b1934,G7042
b1935,G7043
b1936,G7044
b1952,G7045
b1953,G7046
b1954,G7047
b1955,G7048
b1956,G7049
b1957,G7050
b1963,G7051
b1964,G7052
b1965,G7053
b1966,G7054
b1967,G7055
b1968,G7056
b1969,G7057
b1970,G7058
b1971,G7059
b1972,G7060
b1973,G7061
b1974,G7062
b1976,G7063
b1978,G7064
b1979,G7065
b1980,G7066
b1981,G7067
b1983,G7068
b1984,G7069
b1985,G7070
b1987,G7071
b1988,G7072
b1990,G7073
b1994,G7074
b1995,G7075
b1996,G7076
b1997,G7077
b1998,G7078
b1999,G7079
b2000,G7080
b2001,G7081
b2002,G7082
b2003,G7083
b2004,G7084
b2005,G7085
b2006,G7086
b2007,G7087
b2015,G7088
b2016,G7089
b2027,G7090
b2028,G7091
b2030,G7092
b2042,G7093
b2043,G7094
b2044,G7095
b2045,G7096
b2046,G7097
b2047,G7098
b2054,G7099
b2055,G7100
b2056,G7101
b2057,G7102
b2058,G7103
b2059,G7104
b2060,G7105
b2061,G7106
b2062,G7107
b2063,G7108
b2070,G7109
b2071,G7110
b2072,G7111
b2073,G7112
b2074,G7113
b2075,G7114
b2076,G7115
b2080,G7117
b2081,G7118
b2082,G7119
b2083,G7120
,G7121
b2085,G7122
b2086,G7123
b2088,G7125
b2089,G7126
b2095,G7128
b2097,G7129
b2098,G7130
b2099,G7131
b2100,G7132
b2101,G7133
b2102,G7134
b2103,G7135
b2105,G7137
b2106,G7138
b2107,G7139
b2145,G7144
b2146,G7145
b2174,G7146
b2175,G7147
b2176,G7148
,G7149
b2192,G7150
b2225,G7152
b2226,G7153
b2227,G7154
b2228,G7155
b2229,G7156
b2245,G7158
b2246,G7159
b2247,G7160
b2248,G7161
b2249,G7162
b2250,G7163
b2251,G7164
b2252,G7165
b2253,G7166
b2254,G7167
b2255,G7168
b2256,G7169
b2257,G7170
b2258,G7171
b2259,G7172
b2266,G7173
b2267,G7174
b2268,G7175
b2269,G7176
b2270,G7177
b2271,G7178
b2272,G7179
b2273,G7180
b2274,G7181
b2275,G7182
b2290,G7184
b2291,G7185
b2292,G7186
b2293,G7187
b2294,G7188
b2295,G7189
b2298,G7190
b2299,G7191
b2300,G7192
b2301,G7193
b2302,G7194
b2303,G7195
b2304,G7196
b2305,G7197
b2322,G7198
b2324,G7199
b2325,G7200
b2326,G7201
b2331,G7202
b2332,G7203
b2333,G7204
b2334,G7205
b2335,G7206
b2336,G7207
b2337,G7208
b2338,G7209
b2339,G7210
b2340,G7211
b2341,G7212
b2342,G7213
b2343,G7214
b2345,G7215
b2346,G7216
b2347,G7217
b2349,G7218
b2350,G7219
b2351,G7220
b2352,G7221
b2353,G7222
b2354,G7223
b2355,G7224
b2356,G7225
b2357,G7226
b2358,G7227
b2359,G7228
b2360,G7229
b2361,G7230
b2362,G7231
b2363,G7232
b2368,G7233
b2371,G7234
b2372,G7235
b2373,G7236
b2374,G7237
b2375,G7238
b2376,G7239
b2377,G7240
b2378,G7241
b2379,G7242
b2380,G7243
b2381,G7244
b2382,G7245
b2383,G7246
b2384,G7247
b2385,G7248
b2386,G7249
b2387,G7250
b2389,G7251
b2390,G7252
b2392,G7254
b2394,G7255
b2408,G7256
b2409,G7257
b2412,G7258
b2418,G7259
b2419,G7260
b2420,G7261
b2427,G7262
b2428,G7263
b2429,G7264
b2430,G7265
b2431,G7266
b2432,G7267
b2433,G7268
b2434,G7269
b2438,G7270
b2439,G7271
b2442,G7272
b2443,G7273
b2444,G7274
b2445,G7275
b2446,G7276
b2447,G7277
b2448,G7278
b2449,G7279
b2450,G7280
b2451,G7281
b2452,G7282
b2453,G7283
b2454,G7284
b2455,G7285
b2456,G7286
b2457,G7287
b2458,G7288
b2459,G7289
b2460,G7290
b2461,G7291
b2462,G7292
b2463,G7293
b2466,G7295
b2473,G7296
b2474,G7297
b2475,G7298
b2483,G7300
b2484,G7301
b2485,G7302
b2486,G7303
b2487,G7304
b2488,G7305
b2489,G7306
b2490,G7307
b2491,G7308
b2492,G7309
b2493,G7310
b2494,G7311
b2495,G7312
b2496,G7313
b2503,G7314
b2504,G7315
b2505,G7316
b2506,G7317
b2510,G7318
b2511,G7319
b2512,G7320
b2513,G7321
b2519,G7322
b2520,G7323
b2529,G7324
b2530,G7325
b2531,G7326
b2532,G7327
b2534,G7328
b2535,G7329
b2536,G7330
b2537,G7331
b2540,G7334
b2541,G7335
b2542,G7336
b2543,G7337
b2544,G7338
b2545,G7339
b2546,G7340
b2547,G7341
b2548,G7342
b2549,G7343
b2550,G7344
b2556,G7345
b2562,G7346
b2570,G7347
b2571,G7348
b2583,G7349
b2584,G7350
b2595,G7352
,G7353
b2603,G7354
b2611,G7355
b2618,G7357
b2619,G7358
b2623,G7359
b2625,G7360
b2626,G7361
b2627,G7362
b2628,G7363
b2629,G7364
b2630,G7365
b2631,G7366
b2632,G7367
b2633,G7368
b2634,G7369
b2635,G7370
b2636,G7371
b2637,G7372
b2638,G7373
b2639,G7374
b2640,G7375
b2641,G7376
b2642,G7377
b2643,G7378
b2644,G7379
b2645,G7380
b2646,G7381
b2647,G7382
b2648,G7383
b2649,G7384
b2650,G7385
,G7386
b2652,G7387
,G7388
b2654,G7389
b4462,G7391
b2657,G7392
b2658,G7393
b2659,G7394
b2665,G7395
b2666,G7396
b2667,G7397
b2668,G7398
b2670,G7399
b2672,G7400
b2673,G7401
b2674,G7402
b2680,G7403
b2681,G7404
b2682,G7405
b2683,G7406
b2689,G7407
b2690,G7408
b2700,G7409
b2701,G7410
b2710,G7413
b2717,G7414
b2734,G7415
b2735,G7416
b2736,G7417
b2737,G7418
b2738,G7419
b2739,G7420
b2740,G7421
b2745,G7422
b2747,G7423
b2748,G7424
b2755,G7425
b2756,G7426
b2757,G7427
b2758,G7428
b2759,G7429
b2760,G7430
b2765,G7431
b2766,G7432
b2767,G7433
b2768,G7434
b2769,G7435
b2770,G7436
b2771,G7437
b4463,G7439
b2774,G7440
b2776,G7442
b2777,G7443
b2778,G7444
b2787,G7445
b2788,G7446
b2789,G7447
b2790,G7448
b2791,G7449
b2792,G7450
b2793,G7451
b2794,G7452
b2809,G7453
b2810,G7454
b2811,G7455
b2812,G7456
b2813,G7457
b2817,G7458
b2830,G7459
b2832,G7460
b2833,G7461
b2834,G7462
b2843,G7463
b2844,G7464
b2845,G7465
b2846,G7466
b2847,G7467
b2848,G7468
b2849,G7469
b2850,G7470
b2851,G7471
b2852,G7472
b2853,G7473
b2854,G7474
b2855,G7475
b2856,G7476
b2857,G7477
b2858,G7478
b2859,G7479
b2860,G7480
b2861,G7481
b2862,G7482
b2863,G7483
b2865,G7484
b2866,G7485
b2867,G7486
b2868,G7487
b2869,G7488
b2870,G7489
b2871,G7490
b2872,G7491
b2873,G7492
b2874,G7493
b2875,G7494
b2876,G7495
b2877,G7496
b2878,G7497
b2879,G7498
b2880,G7499
b2881,G7500
b2882,G7501
b2883,G7502
b4464,G7503
b2886,G7505
b2887,G7506
b2888,G7507
b2889,G7508
b2896,G7509
b2897,G7510
b2898,G7511
b2899,G7512
b2900,G7513
b2902,G7514
b2915,G7515
b2919,G7516
b2920,G7517
b2921,G7518
b4465,G7520
b2939,G7521
b2940,G7522
b2941,G7523
b2948,G7524
b2949,G7525
b2950,G7526
b2951,G7527
b2952,G7528
b2953,G7529
b2954,G7530
b2955,G7531
b2962,G7532
b2963,G7533
b2966,G7534
b2968,G7535
b2969,G7536
b2970,G7537
b2971,G7538
b2972,G7539
b4466,G7541
b2975,G7542
b2977,G7543
b4468,G7544
b2979,G7545
b2980,G7546
b2981,G7547
b2982,G7548
b2983,G7549
b2984,G7550
b2985,G7551
b2986,G7552
b2989,G7553
b2997,G7554
b2998,G7555
b2999,G7556
b3000,G7557
b3001,G7558
b3002,G7559
,G7561
,G7562
b3010,G7563
b3011,G7564
b3012,G7565
b3013,G7566
b3014,G7567
b4469,G7568
b3020,G7570
b3021,G7571
b3022,G7572
b3023,G7573
b3024,G7574
b3025,G7575
b3027,G7577
b3031,G7578
b3032,G7579
b3033,G7580
b3042,G7582
b3044,G7583
b3045,G7584
b3046,G7585
b3047,G7586
b3048,G7587
b3050,G7588
b3051,G7589
b3052,G7590
b3070,G7593
b3071,G7594
b3072,G7595
b3073,G7596
b3074,G7597
b3079,G7598
b3080,G7599
b3082,G7601
b3083,G7602
b3084,G7603
b3085,G7604
b3086,G7605
b3087,G7606
b3088,G7607
b3090,G7608
b3095,G7609
b3096,G7610
b3097,G7611
b3098,G7612
b3099,G7613
b3100,G7614
b3101,G7615
b3102,G7616
b3103,G7617
b3104,G7618
b3105,G7619
b3106,G7620
b3107,G7621
b4470,G7622
b4471,G7624
b3113,G7626
b3114,G7627
b3130,G7629
b3131,G7630
b3132,G7631
b3133,G7632
b3134,G7633
b3136,G7634
b3140,G7635
b3141,G7636
b3142,G7637
b3143,G7638
b3144,G7639
b3145,G7640
b3146,G7641
b3147,G7642
b3148,G7643
b3150,G7644
b3151,G7645
b3152,G7646
b3153,G7647
b3154,G7648
b3155,G7649
b3156,G7650
b3157,G7651
b3158,G7652
b3159,G7653
b3160,G7654
b3173,G7655
b3183,G7656
b3190,G7657
b3191,G7658
b3192,G7659
b3197,G7662
b3198,G7663
b3199,G7664
b3200,G7665
b3207,G7667
b3208,G7668
b3211,G7669
b3216,G7670
b3217,G7671
b3218,G7672
b3219,G7673
b3220,G7674
b3221,G7675
b3222,G7676
b3223,G7677
b3226,G7678
b3227,G7679
b3232,G7680
b3233,G7681
b3234,G7682
b3238,G7683
b3239,G7684
b3240,G7685
b3241,G7686
b3242,G7687
b3243,G7688
b3244,G7689
b4472,G7690
,G7692
b3257,G7693
b3263,G7694
b3267,G7695
b3279,G7696
b3280,G7697
b3282,G7698
b3283,G7699
b3323,G7701
b3324,G7702
b3325,G7703
b3326,G7704
b3327,G7705
b3328,G7706
b3329,G7707
b3330,G7708
b3331,G7709
b3332,G7710
b3333,G7711
b3343,G7712
b3344,G7713
b3345,G7714
b3346,G7715
b3347,G7716
b3351,G7717
b3353,G7718
b3354,G7719
b3358,G7721
b3369,G7722
b3371,G7723
b4474,G7724
b3374,G7726
b3375,G7727
b3376,G7728
b3377,G7729
b3378,G7730
b3379,G7731
b3380,G7732
b3381,G7733
b3382,G7734
b3383,G7735
b3392,G7736
b3393,G7737
b3394,G7738
b3395,G7739
b3397,G7740
b3398,G7741
b3399,G7742
b3400,G7743
b3401,G7744
b3402,G7745
b3407,G7746
b3413,G7747
b3414,G7748
b4475,G7750
b3421,G7751
b3427,G7752
b3434,G7753
b3439,G7756
b3440,G7757
b3441,G7758
b3442,G7759
b3443,G7760
b3444,G7761
b3445,G7762
b3446,G7763
b3472,G7767
b3505,G7769
b3557,G7776
b3558,G7777
b4479,G7789
b3776,G7797
b3777,G7798
b4481,G7800
b3808,G7802
b3830,G7804
b3836,G7806
b3838,G7808
b3875,G7814
b4484,G7816
,G7818
b4089,G7821
b4103,G7822
b4110,G7823
b4121,G7825
b4124,G7826
b4125,G7827
b4126,G7828
b4127,G7829
b4128,G7830
b4140,G7832
b4141,G7833
b4144,G7834
b4145,G7835
b4146,G7836
b4149,G7837
b4157,G7838
b4158,G7839
b4159,G7840
b4161,G7841
b4162,G7842
b4166,G7843
b4176,G7844
b4180,G7845
b4181,G7846
b4182,G7847
b4183,G7848
b4184,G7849
b4185,G7850
b4188,G7851
b4189,G7852
b4190,G7853
b4191,G7854
b4192,G7855
b4193,G7856
b4196,G7858
b4197,G7859
b4198,G7860
b4199,G7861
b4204,G7862
b4205,G7863
b4206,G7864
b4207,G7865
b4209,G7866
b4210,G7867
b4211,G7868
b4212,G7869
b4215,G7870
b4216,G7871
b4217,G7872
b4218,G7873
b4220,G7874
b4221,G7875
b4222,G7876
b4243,G7877
b4247,G7878
b4248,G7879
b4249,G7880
,G7881
b4251,G7882
b4252,G7883
b4253,G7884
b4255,G7885
b4256,G7886
b4257,G7887
b4261,G7888
b4262,G7889
b4263,G7890
b4264,G7891
b4266,G7892
b4267,G7893
b4272,G7894
b4273,G7895
b4274,G7896
b4275,G7897
b4276,G7898
b4277,G7899
b4278,G7900
b4280,G7901
b4281,G7902
b4282,G7903
b4283,G7904
b4284,G7905
b4285,G7906
b4286,G7907
b4294,G7908
b4295,G7909
b4297,G7910
b4298,G7911
b4299,G7912
b4300,G7913
b4301,G7914
b4303,G7915
b4306,G7916
b4307,G7917
b4308,G7918
b4309,G7919
b4310,G7920
b4311,G7921
b4325,G7922
b4326,G7923
b4327,G7924
b4328,G7925
b4329,G7926
b4330,G7927
b4331,G7928
b4332,G7929
b4333,G7930
b4334,G7931
b4335,G7932
b4336,G7933
b4338,G7934
b4339,G7935
b4340,G7936
b4341,G7937
b4342,G7938
b4347,G7940
b4353,G7941
b4354,G7942
b4357,G7944
b4358,G7945
b4364,G7946
b4365,G7947
b4366,G7948
b4367,G7949
b4371,G7950
b4377,G7951
b4378,G7952
b4379,G7953
b4402,G7954
b1385,G7961
b2169,G7990
b1910,G7991
b3092,G81
b4237,G812
b0013,G8202
b0701,G8203
b1405,G8204
b1417,G8205
b2087,G8207
b2116,G8208
b2117,G8209
b2702,G8210
b3767,G8221
b2407,G85
b4478,GB4478
b3386,M004
b2104,M007
b2538,M009
b0347,M010
b0348,M011
b0349,M012
b0350,M013
b0351,M014
b2539,M015
b1861,RUVA
b1860,RUVB
