Object ID	Accession_1	Genes of transcription unit	Transcription_Units
TU0_14097	b3964,b3963,b3964,b3963	yijD,fabR	yijD,fabR
TU00279	b3049	glgS	glgS
TU0_13701	b2648	pinH	pinH
TU0_8772	b3412	bioH	bioH
TU0_13314	b1543	ydfJ	ydfJ
TU0_8083	b2926	pgk	pgk
TU0_12920	b0412	yajI	yajI
TU0_42481	b1779	gapA	gapA
TU0_14614	b0436	tig	tigp3,tig
TU876	b3384,b3385,b3386,b3387,b3384,b3385,b3386,b3387,b3384,b3385,b3386,b3387,b3384,b3385,b3386,b3387	trpS,gph,rpe,dam	dam_rpe_gph_trpS
TU0_14118	b4049	dusA	dusA
TU00298	b2260,b2261,b2262,b2263,b2264,b2265,b2260,b2261,b2262,b2263,b2264,b2265,b2260,b2261,b2262,b2263,b2264,b2265,b2260,b2261,b2262,b2263,b2264,b2265,b2260,b2261,b2262,b2263,b2264,b2265,b2260,b2261,b2262,b2263,b2264,b2265	menE,menC,menB,menH,menD,menF	menFD_yfbB_menBCE
TU0_13718	b2700	pncC	pncCp,pncC
TU0_8792	b3264	envR	envR
TU0_13331	b1579,b1578,b1577,b1576,b1575,b1579,b1578,b1577,b1576,b1575,b1579,b1578,b1577,b1576,b1575,b1579,b1578,b1577,b1576,b1575,b1579,b1578,b1577,b1576,b1575	intQ,insD,ydfE,ydfD,dicB	dicB_ydfDE_insD_intQ
TU0_8203	b2922	yggE	yggE
TU0_12940	b0457	ylaB	ylaB
TU0_42509	b0727,b0726,b0727,b0726	sucB,sucA	sucAB
TU0_14635	b2000	flu	flup1,flu
TU0_14134	b4115	adiC	adiCp7,adiC
TU00314	b3257,b3258,b3259,b3257,b3258,b3259,b3257,b3258,b3259	yhdT,panF,prmA	yhdT_panF_prmA
TU0_13735	b2785	rlmD	rlmDp,rlmD
TU0_8812	b0814	ompX	ompX
TU0_13349	b1619	hdhA	hdhAp,hdhA
TU0_8281	b1066	rimJ	rimJ
TU0_12960	b0500,b0499,b0498,b0497,b0500,b0499,b0498,b0497,b0500,b0499,b0498,b0497,b0500,b0499,b0498,b0497	ybbD,ylbH,ybbC,rhsD	ybbD,ylbH,ybbC,rhsD
TU0_42532	b0999,b1000,b0999,b1000	cbpM,cbpA	cbpA_cbpM
TU0_14653	b2779	eno	enop6,eno
TU0_14153	b4182,b4181,b4182,b4181	yjfJ,yjfI	yjfJ,yjfI
TU00333	b1652,b1653,b1652,b1653	rnt,lhr	rnt_lhr
TU0_13751	b2836,b2835,b2836,b2835	aas,lplT	aas,lplT
TU0_8828	b0394	mak	mak
TU0_13365	b1675	ydhZ	ydhZ
TU0_8336	b4232	fbp	fbp
TU0_12976	b0551	ybcQ	ybcQ
TU0_42559	b2479	gcvR	gcvR
TU0_14676	b0861,b0862,b0863,b0864,b0861,b0862,b0863,b0864,b0861,b0862,b0863,b0864,b0861,b0862,b0863,b0864	artM,artQ,artI,artP	artPIQM
TU0_14169	b4243	ridA	ridAp,ridA
TU00352	b3065,b3066,b3067,b3065,b3066,b3067,b3065,b3066,b3067	rpsU,dnaG,rpoD	rpsU_dnaG_rpoD
TU0_13769	b2863	ygeQ	ygeQ
TU0_8844	b4421	ldrB	ldrB
TU0_13381	b1724	ydiZ	ydiZ
TU0_8354	b3531,b3532,b3531,b3532	bcsZ,bcsB	bcsBZ
TU0_12995	b0604	dsbG	dsbGp,dsbG
TU0_42581	b0758,b0759,b0758,b0759	galT,galE	galET
TU0_14697	b3514,b3513,b3514,b3513	mdtF,mdtE	mdtEF
TU0_14185	b4283	insN_2	insN_2
TU00368	b3063,b3061,b3062,b3063,b3061,b3062,b3063,b3061,b3062	ttdT,ttdA,ttdB	ttdABT
TU0_13786	b2889	idi	idi
TU0_8873	b0506	allR	allR
TU0_13399	b1781	yeaE	yeaEp,yeaE
TU0_8455	b0713,b0714,b0712,b0711,b0710,b0713,b0714,b0712,b0711,b0710,b0713,b0714,b0712,b0711,b0710,b0713,b0714,b0712,b0711,b0710,b0713,b0714,b0712,b0711,b0710	ybgL,nei,ybgK,ybgJ,ybgI	ybgIJKL_nei
TU0_13011	b0646,b0645,b0646,b0645	djlB,ybeR	djlB,ybeR
TU0_4403	b1250	kch	kch
TU0_14739	b1335	ogt	ogt
TU0_14203	b4337,b4336,b4337,b4336	mdtM,yjiN	mdtM,yjiN
TU00385	b2296	ackA	ackA
TU0_13805	b2947,b2946,b2947,b2946	gshB,rsmE	gshB,rsmE
TU00006	b4254	argI	argI
TU0_13415	b1809	yoaB	yoaB
TU0_8482	b1706	ydiU	ydiU
TU0_13029	b0705	ybfL	ybfL
TU0_4525	b2698,b2699,b2698,b2699	recX,recA	recAX
TU0_14766	b4326	iraD	iraD
TU0_1422	b0095,b0094,b0095,b0094	ftsZ,ftsA	ftsAZ
TU00401	b0473	htpG	htpG
TU0_13822	b3009	yghB	yghBp,yghB
TU00022	b1334	fnr	fnr
TU0_13431	b4433	sdsR	ryeB
TU0_8499	b3842	rfaH	rfaH
TU0_13045	b0772	ybhC	ybhCp,ybhC
TU0_4786	b2417	crr	crr
TU0_14794	b3181	greA	greA
TU0_14236		C0614	C0614
TU00418	b0014,b0015,b0014,b0015	tpke11,dnaK,dnaJ	dnaKJ
TU0_13838	b3038,b3037,b3036,b3035,b3038,b3037,b3036,b3035,b3038,b3037,b3036,b3035,b3038,b3037,b3036,b3035	ygiC,ygiB,ygiA,tolC	tolCp4,ygiC,ygiB,ygiA,tolC
TU00038	b4032,b4033,b4034,b4032,b4033,b4034,b4032,b4033,b4034	malG,malF,malE	malEFG
TU0_13447	b4537	yecJ	yecJ
TU0_8516	b4449	psrO	sraG
TU0_13062	b0824,b0823,b0824,b0823	ybiY,ybiW	ybiY,ybiW
TU0_4961	b4321	gntP	gntP
TU0_14819	b0755	gpmA	gpmA
TU0_14253	b0029,b0028,b0027,b0029,b0028,b0027,b0029,b0028,b0027	ispH,fkpB,lspA	lsp_fkpB_ispH
TU00435	b3065,b3066,b3067,b3065,b3066,b3067,b3065,b3066,b3067	rpsU,dnaG,rpoD	rpsU_dnaG_rpoD
TU0_13856	b3085	ygjP	ygjP
TU00054	b1131,b1132,b1131,b1132	purB,hflD	hflD_purB
TU0_13464	b1965,b1964,b1965,b1964	yedS_2,yedS_1	yedS_2,yedS_1
TU0_8534	b0480	ushA	ushA
TU0_13078	b0888	trxB	trxBp,trxB
TU0_5182	b2317,b2318,b2319,b2320,b2317,b2318,b2319,b2320,b2317,b2318,b2319,b2320,b2317,b2318,b2319,b2320	dedA,truA,usg,pdxB	pdxB_usg_truA_dedA
TU0_1601	b3221,b3222,b3223,b3224,b3225,b3221,b3222,b3223,b3224,b3225,b3221,b3222,b3223,b3224,b3225,b3221,b3222,b3223,b3224,b3225,b3221,b3222,b3223,b3224,b3225	yhcH,nanK,nanE,nanT,nanA	nanATEK_yhcH
TU0_14286	b3096,b3095,b3096,b3095	mzrA,yqjA	yqjA_mzrA
TU00452	b2945	endA	endA
TU0_13873	b3142	yraH	yraH
TU00070	b0779	uvrB	uvrB
TU0_13482	b1999	yeeP	yeeP
TU0_8550	b0371	yaiT	yaiT
TU0_13095	b0944,b0943,b0942,b0941,b0940,b0939,b0944,b0943,b0942,b0941,b0940,b0939,b0944,b0943,b0942,b0941,b0940,b0939,b0944,b0943,b0942,b0941,b0940,b0939,b0944,b0943,b0942,b0941,b0940,b0939,b0944,b0943,b0942,b0941,b0940,b0939	ycbF,ycbV,ycbU,elfG,elfC,elfD	ycbF,ycbV,ycbU,elfG,elfC,elfD
TU0_5523	b3635	mutM	mutM
TU_8383	b2420,b2419,b2420,b2419	yfeS,yfeK	yfeKS
TU0_1822	b0570,b0571,b0570,b0571	cusS,cusR	cusRS
TU0_14304	b2160	yeiI	yeiI
TU00470	b3428,b3429,b3430,b3428,b3429,b3430,b3428,b3429,b3430	glgP,glgA,glgC	glgCAP
TU0_13889	b3195,b3194,b3193,b3192,b3191,b3195,b3194,b3193,b3192,b3191,b3195,b3194,b3193,b3192,b3191,b3195,b3194,b3193,b3192,b3191,b3195,b3194,b3193,b3192,b3191	mlaF,mlaE,mlaD,mlaC,mlaB	mlaF,mlaE,mlaD,mlaC,mlaB
TU00086	b0241	phoE	phoE
TU0_13499	b2057,b2056,b2055,b2054,b2053,b2052,b2051,b2050,b2049,b2048,b2047,b2046,b2057,b2056,b2055,b2054,b2053,b2052,b2051,b2050,b2049,b2048,b2047,b2046,b2057,b2056,b2055,b2054,b2053,b2052,b2051,b2050,b2049,b2048,b2047,b2046,b2057,b2056,b2055,b2054,b2053,b2052,b2051,b2050,b2049,b2048,b2047,b2046,b2057,b2056,b2055,b2054,b2053,b2052,b2051,b2050,b2049,b2048,b2047,b2046,b2057,b2056,b2055,b2054,b2053,b2052,b2051,b2050,b2049,b2048,b2047,b2046,b2057,b2056,b2055,b2054,b2053,b2052,b2051,b2050,b2049,b2048,b2047,b2046,b2057,b2056,b2055,b2054,b2053,b2052,b2051,b2050,b2049,b2048,b2047,b2046,b2057,b2056,b2055,b2054,b2053,b2052,b2051,b2050,b2049,b2048,b2047,b2046,b2057,b2056,b2055,b2054,b2053,b2052,b2051,b2050,b2049,b2048,b2047,b2046,b2057,b2056,b2055,b2054,b2053,b2052,b2051,b2050,b2049,b2048,b2047,b2046,b2057,b2056,b2055,b2054,b2053,b2052,b2051,b2050,b2049,b2048,b2047,b2046	wcaC,wcaD,wcaE,wcaF,gmd,fcl,gmm,wcaI,cpsB,cpsG,wcaJ,wzxC	wcaCDEF_gmd_fcl_gmm_wcaI_cpsBG_wcaJ_wzxC
TU0_8566	b0791	ybhQ	ybhQ
TU0_13111	b0992	yccM	yccM
TU0_5782	b2963,b2962,b2961,b2963,b2962,b2961,b2963,b2962,b2961	mltC,yggX,mutY	mutY_yggX_mltC
TU_8405	b1878,b1879,b1880,b1878,b1879,b1880,b1878,b1879,b1880	flhE,flhA,flhB	flhBAE
TU0_2121	b0853,b0852,b0853,b0852	ybjN,rimK	rimK_ybjN
TU0_14322	b4259	holC	holC
TU00486	b1951	rcsA	rcsA
TU0_13905	b3262	yhdJ	yhdJ
TU00103	b0726,b0727,b0728,b0729,b0726,b0727,b0728,b0729,b0726,b0727,b0728,b0729,b0726,b0727,b0728,b0729	sucA,sucB,sucC,sucD	sucABCD
TU0_13516	b2111,b2110,b2109,b2108,b2111,b2110,b2109,b2108,b2111,b2110,b2109,b2108,b2111,b2110,b2109,b2108	yehD,yehC,yehB,yehA	yehD,yehC,yehB,yehA
TU0_8584	b3467	yhhM	yhhM
TU0_13127	b1059,b1058,b1059,b1058	solA,yceO	solAp,solA,yceO
TU0_6241	b4618	tisB	tisB
TU_8434	b3656,b3657,b3656,b3657	yicI,yicJ	yicJI
TU0_2505	b1274	topA	topA
TU0_14340	b0175	cdsA	cdsA
TU00502	b3069	ileX	ileX
TU0_13923	b3369	yhfL	yhfL
TU00119	b3357	crp	crp
TU0_13532	b2138	mdtQ	mdtQ
TU0_8600	b3696	yidX	yidX
TU0_13144	b1128	roxA	roxA
TU0_6428	b2779,b2780,b2779,b2780	eno,pyrG	eno,pyrG,pyrGp1
TU0_1063	b3347	fkpA	fkpA
TU0_3101	b2367,b2368,b2367,b2368	emrY,emrK	emrKY
TU0_14357	b0881	clpS	clpS
TU00518	b3174	leuU	leuU
TU0_13941	b3446	yrhB	yrhB
TU00135	b2799,b2800,b2799,b2800	fucO,fucA	fucAO
TU0_13551	b2176	rtn	rtn
TU0_8617	b4255	rraB	yjgD
TU0_13160	b1164	ycgZ	ycgZ
TU0_6507	b1732	katE	katE
TU0_1189	b0205,b0204,b0203,b0202,b0201,b0205,b0204,b0203,b0202,b0201,b0205,b0204,b0203,b0202,b0201,b0205,b0204,b0203,b0202,b0201,b0205,b0204,b0203,b0202,b0201	rrfH,rrlH,alaV,ileV,rrsH	rrsH_ileV_alaV_rrlH_rrfH
TU0_3304	b1718	infC	infC
TU0_14377	b3322,b3323,b3322,b3323	gspB,gspA	,gspB,gspA,gspAp2
TU141	b0034	caiF	caiF
TU0_13957	b3498,b3497,b3498,b3497	prlC,rsmJ	prlC_yhiQ
TU00152	b4079	fdhF	fdhF
TU0_13567	b2249	yfaY	yfaYp,yfaY
TU0_8635	b1143	ymfI	ymfI
TU0_13176	b1195	ymgE	ymgE
TU0_6559	b1913	uvrC	uvrC
TU0_12788	b0006	yaaA	yaaA
TU0_3481	b2340	sixA	sixA
TU0_14402	b3806	cyaA	cyaA
TU263	b3856,b3857,b3856,b3857	mobB,mobA	mobAB
TU0_13977	b3548	yhjY	yhjY
TU00168	b2148,b2149,b2150,b2148,b2149,b2150,b2148,b2149,b2150	mglC,mglA,mglB	mglBAC
TU0_13583	b2295	yfbV	yfbV
TU0_8651	b2550	yphH	yphH
TU0_13196	b1271,b1270,b1271,b1270	yciK,btuR	yciK,btuR
TU0_6634	b0115,b0114,b0115,b0114	aceF,aceE	aceEF
TU0_12806	b4662,b0070,b4577,b4662,b0070,b4577,b4662,b0070,b4577	sgrT,setA,sgrS	sgrST_setA
TU0_36412	b0142,b0143,b0142,b0143	folK,pcnB	pcnB_folk
TU0_14422	b4687	shoB	shoB
TU354	b4401	arcA	arcA
TU0_13993	b3602	yibL	yibL
TU00184	b3454,b3455,b3456,b3457,b3458,b3454,b3455,b3456,b3457,b3458,b3454,b3455,b3456,b3457,b3458,b3454,b3455,b3456,b3457,b3458,b3454,b3455,b3456,b3457,b3458	livF,livG,livM,livH,livK	livKHMGF
TU0_13600	b2349	intS	intS
TU0_8670	b0876	ybjD	ybjD
TU0_13216	b1327	ycjY	ycjYp6,ycjY
TU0_6685	b0214	rnhA	rnhA
TU0_12821	b0155	clcA	clcA
TU0_36433	b3201,b3200,b3201,b3200	lptB,lptA	lptAB
TU0_14458	b1218	chaC	chaC
TU423	b0842	mdfA	cmr
TU0_14008	b3659	setC	setC
TU00200	b0020,b0019,b0020,b0019	nhaR,nhaA	nhaAR
TU0_13616	b2390	ypeC	ypeC
TU0_8687	b1177	ycgJ	ycgJ
TU0_13233	b1363	trkG	trkG
TU0_6942	b2569,b2568,b2569,b2568	lepA,lepB	lepAB
TU0_12840	b0210,b0209,b0210,b0209	yafE,yafD	yafDE
TU0_3963	b0588,b0589,b0590,b0588,b0589,b0590,b0588,b0589,b0590	fepC,fepG,fepD	fepDGC
TU0_14478	b3414	nfuA	nfuA
TU5	b1398,b1397,b1396,b1395,b1394,b1393,b1392,b1391,b1390,b1389,b1388,b1398,b1397,b1396,b1395,b1394,b1393,b1392,b1391,b1390,b1389,b1388,b1398,b1397,b1396,b1395,b1394,b1393,b1392,b1391,b1390,b1389,b1388,b1398,b1397,b1396,b1395,b1394,b1393,b1392,b1391,b1390,b1389,b1388,b1398,b1397,b1396,b1395,b1394,b1393,b1392,b1391,b1390,b1389,b1388,b1398,b1397,b1396,b1395,b1394,b1393,b1392,b1391,b1390,b1389,b1388,b1398,b1397,b1396,b1395,b1394,b1393,b1392,b1391,b1390,b1389,b1388,b1398,b1397,b1396,b1395,b1394,b1393,b1392,b1391,b1390,b1389,b1388,b1398,b1397,b1396,b1395,b1394,b1393,b1392,b1391,b1390,b1389,b1388,b1398,b1397,b1396,b1395,b1394,b1393,b1392,b1391,b1390,b1389,b1388,b1398,b1397,b1396,b1395,b1394,b1393,b1392,b1391,b1390,b1389,b1388	paaK,paaJ,paaI,paaH,paaG,paaF,paaE,paaD,paaC,paaB,paaA	paaABCDEFGHIJK
TU0_14023	b3711	yidZ	yidZ
TU00216	b2239,b2240,b2239,b2240	glpQ,glpT	glpTQ
TU0_13634	b2452,b2451,b2452,b2451	eutH,eutA	eutH,eutA
TU0_8704	b1533	eamA	eamA
TU0_13249	b1407	ydbD	ydbD
TU0_7163	b3633	waaA	waaA
TU0_12856	b0238	gpt	gpt
TU0_41711	b1232	purU	purU
TU0_14501	b4237	nrdG	nrdG
TU562	b0951,b0950,b0951,b0950	pqiB,pqiA	pqiAB
TU0_14041	b3808	yzcX	yzcX
TU581	b1182	hlyE	hlyE
TU0_14044	b3819	rarD	rarD
TU0_13654	b4440	ryfA	ryfA
TU00233	b0463,b0462,b0463,b0462	acrA,acrB	acrAB
TU0_8724	b2070	yegI	yegI
TU0_13268	b1444	patD	patD
TU0_12875	b0282	yagP	yagP
TU0_7421	b2388	glk	glk
TU0_4187	b1805	sroD,fadD	fadD_sroD
TU0_14527	b1763,b1764,b1763,b1764	topB,selD	selD_topB
TU67	b3564,b3565,b3564,b3565	xylB,xylA	xylAB
TU0_14061	b3871	typA	typA
TU0_13672	b2585	pssA	pssA
TU00249	b1217,b1218,b1217,b1218	chaB,chaC	chaBC
TU0_8740	b2575	yfiC	yfiC
TU0_13285	b1477	yddM	yddM
TU0_12891	b0317	yahC	yahC
TU0_7741	b1501	ydeP	ydeP
TU0_42416	b4280,b4279,b4280,b4279	yjhC,yjhB	yjhC,yjhB
TU0_14546	b0390,b0389,b0390,b0389	aroM,yaiA	yaiA_aroM
TU783	b4004,b4003,b4004,b4003	zraR,zraS	zraSR
TU0_14077	b3910	yiiM	yiiM
TU00265	b3005,b3006,b3005,b3006	exbD,exbB	exbBD
TU0_8757	b3060	ttdR	ttdR
TU0_13301	b1520	yneE	yneE
TU0_12910	b0373,b0372,b0373,b0372	insE_2,insF_2,insEF_2	insE_2,insF_2,insEF_2
TU0_7842	b0023	rpsT	rpsT
TU0_42465	b1916	sdiA	sdiA
TU0_14568	b4175,b4174,b4173,b4172,b4175,b4174,b4173,b4172,b4175,b4174,b4173,b4172,b4175,b4174,b4173,b4172	hflC,hflK,hflX,hfq	hfq_hflXKC
TU841	b2143	cdd	cdd
TU0_14103	b3998,b3997,b3996,b3998,b3997,b3996,b3998,b3997,b3996	nfi,hemE,nudC	nfi,hemE,nudC
TU00282	b3508,b3509,b3510,b3508,b3509,b3510,b3508,b3509,b3510	yhiD,hdeB,hdeA	hdeAB_yhiD
TU0_13704	b2652	ileY	ileY
TU0_8777	b1216	chaA	chaA
TU0_13318	b1549,b4533,b1549,b4533	ydfO,ynfO	ydfO,ynfO
TU0_8121	b0008	talB	talB
TU0_12925	b0427	yajR	yajRp,yajR
TU0_42484	b4707	esrE	esrE
TU0_14617	b0597	entH	ybdBp,entH
TU0_14121	b4055	aphA	aphA
TU00301	b0763,b0764,b0765,b0763,b0764,b0765,b0763,b0764,b0765	modA,modB,modC	modABC
TU0_13721	b2737,b2736,b2737,b2736	ygbK,ygbJ	ygbK,ygbJ
TU0_8795	b1385	feaB	feaB
TU0_13334	b1582	ynfA	ynfA
TU0_8224	b3828	metR	metR
TU0_12943	b0461,b0460,b0461,b0460	tomB,hha	,tomBp1,tomB,hha
TU0_42512	b3437	gntK	gntK
TU0_14638	b2094,b2093,b2092,b2091,b2095,b2094,b2093,b2092,b2091,b2095,b2094,b2093,b2092,b2091,b2095,b2094,b2093,b2092,b2091,b2095,b2094,b2093,b2092,b2091,b2095	gatA,gatB,gatC,gatD,gatZ	gatZp,gatA,gatB,gatC,gatD,gatZ
TU0_14138	b4559,b4128,b4559,b4128	ghoT,ghoS	ghoT,ghoS
TU00319	b1129,b1130,b1129,b1130	phoQ,phoP	phoPQ
TU0_13738	b2794	queF	queFp,queF
TU0_8815	b3397	nudE	nudE
TU0_13352	b1625	cnu	cnu
TU0_8321	b3641,b3640,b3641,b3640	slmA,dut	dut_slmA
TU0_12963	b0525,b0524,b0525,b0524	ppiB,lpxH	ppiB,lpxH
TU0_42535	b1444,b1443,b1442,b1441,b1440,b1444,b1443,b1442,b1441,b1440,b1444,b1443,b1442,b1441,b1440,b1444,b1443,b1442,b1441,b1440,b1444,b1443,b1442,b1441,b1440	patD,ydcV,ydcU,ydcT,ydcS	ydcSTUV_patD
TU0_14658	b3297,b3296,b3295,b3294,b3298,b3297,b3296,b3295,b3294,b3298,b3297,b3296,b3295,b3294,b3298,b3297,b3296,b3295,b3294,b3298,b3297,b3296,b3295,b3294,b3298	rpsK,rpsD,rpoA,rplQ,rpsM	rpsMp1,,rpsK,rpsD,rpoA,rplQ,rpsM
TU0_14156	b4189	bsmA	bsmA
TU00336	b3230,b3231,b3230,b3231	rpsI,rplM	rplM_rpsI
TU0_13756	b2843	kduI	kduI
TU0_8831	b0259	insH_1	insH_1
TU0_13368	b1687,b1686,b1685,b1687,b1686,b1685,b1687,b1686,b1685	ydiJ,menI,ydiH	ydiJ,menI,ydiH
TU0_8339	b2777	queE	ygcF
TU0_12980	b0559	ybcW	ybcW
TU0_42564	b3723	bglG	bglG
TU0_14679	b0708,b0707,b0708,b0707	phr,ybgA	ybgA_phr
TU0_14172	b4251	bdcR	bdcR
TU00355	b3590,b3591,b3590,b3591	selB,selA	selAB
TU0_13773	b2870	ygeW	ygeW
TU0_8847	b3647	ligB	ligB
TU0_13384	b1729	ydjN	ydjN
TU0_8359	b1416,b1417,b1416,b1417	gapC_2,gapC_1	gapC_1C_2
TU0_12998	b0612	citT	citT
TU0_42584	b0757,b0758,b0759,b0757,b0758,b0759,b0757,b0758,b0759	galK,galT,galE	galETK
TU0_14701	b3038,b3037,b3036,b3035,b3038,b3037,b3036,b3035,b3038,b3037,b3036,b3035,b3038,b3037,b3036,b3035	ygiC,ygiB,ygiA,tolC	tolC_ygiABC
TU0_14189	b4564,b4563,b4564,b4563	insB_7_2,insB_7_1	insB_7_2,insB_7_1
TU00371	b3667,b3668,b3669,b3667,b3668,b3669,b3667,b3668,b3669	uhpC,uhpB,uhpA	uhpABC
TU0_13789	b2899	yqfA	yqfA
TU0_901	b1054	lpxL	lpxL
TU0_13402	b1786	yeaJ	yeaJ
TU0_8464	b3986	rplL	rplL
TU0_13014	b0651	rihA	rihA
TU0_4421	b0679	nagE	nagE
TU0_14742	b3514,b3513,b3512,b3514,b3513,b3512,b3514,b3513,b3512	mdtF,mdtE,gadE	gadE_mdtEF
TU0_14206	b4342	yjiT	yjiTp,yjiT
TU00388	b1283	osmB	osmB
TU0_13808	b2956	yggM	yggM
TU00009	b0754	aroG	aroG
TU0_13418	b1815	yoaD	yoaD
TU0_8486	b0131	panD	panD
TU0_13032	b0718,b0717,b0716,b0718,b0717,b0716,b0718,b0717,b0716	ybgQ,ybgP,ybgO	ybgQ,ybgP,ybgO
TU0_4604	b1859,b1858,b1859,b1858	znuB,znuC	znuCB
TU0_14771	b1823,b1824,b1823,b1824	cspC,yobF	yobF_cspC
TU0_14222	b4385	yjjJ	yjjJ
TU00404	b0139,b0140,b0139,b0140	htrE,yadV	yadV_htrE
TU0_13825	b3013	yqhG	yqhGp,yqhG
TU00025	b0756,b0757,b0758,b0759,b0756,b0757,b0758,b0759,b0756,b0757,b0758,b0759,b0756,b0757,b0758,b0759	galM,galK,galT,galE	galETKM
TU0_13434	b1844,b1843,b1844,b1843	exoX,yobB	exoX,yobB
TU0_8502	b4181,b4180,b4179,b4178,b4181,b4180,b4179,b4178,b4181,b4180,b4179,b4178,b4181,b4180,b4179,b4178	yjfI,rlmB,rnr,nsrR	nsrR_rnr_rlmB_yjfI
TU0_13048	b0787	ybhM	ybhM
TU0_4823	b2663,b2662,b2661,b2663,b2662,b2661,b2663,b2662,b2661	gabP,gabT,gabD	gabDTP
TU0_14798	b1763,b1764,b1763,b1764	topB,selD	selD_topB
TU0_14239	b2170	setB	setB
TU00421	b2592	clpB	clpB
TU0_13842	b3043	ygiL	ygiL
TU00041	b4013	metA	metA
TU0_13450	b1908	yecA	yecA
TU0_8519	b4459	ryjA	ryjA
TU0_13065	b0836	bssR	bssR
TU0_5001	b3686	ibpB	ibpB
TU0_14821	b2779	eno	eno
TU0_14257	b1712,b1713,b1714,b1715,b1716,b1717,b1718,b1719,b1712,b1713,b1714,b1715,b1716,b1717,b1718,b1719,b1712,b1713,b1714,b1715,b1716,b1717,b1718,b1719,b1712,b1713,b1714,b1715,b1716,b1717,b1718,b1719,b1712,b1713,b1714,b1715,b1716,b1717,b1718,b1719,b1712,b1713,b1714,b1715,b1716,b1717,b1718,b1719,b1712,b1713,b1714,b1715,b1716,b1717,b1718,b1719,b1712,b1713,b1714,b1715,b1716,b1717,b1718,b1719	ihfA,pheT,pheS,pheM,rplT,rpmI,infC,thrS	thrS_infC_rpmI_rplT_pheMST_ihfA
TU00438	b3067	rpoD	rpoD
TU0_13859	b3088	alx	alx
TU00057	b2557	purL	purL
TU0_13467	b1969,b1968,b1969,b1968	yedW,yedV	yedW,yedV
TU0_8537	b2346	mlaA	mlaA
TU0_13081	b0898	ycaD	ycaD
TU0_5186	b0049,b0050,b0051,b0049,b0050,b0051,b0049,b0050,b0051	apaH,apaG,rsmA	rsmA_apaGH
TU0_1701	b1597	asr	asr
TU0_14290	b3197,b3196,b3197,b3196	kdsD,yrbG	yrbG_kdsD
TU00455	b3816	corA	corA
TU0_13876	b3152	yraR	yraRp,yraR
TU00073	b2212	alkB	alkB
TU0_13485	b2007	yeeX	yeeX
TU0_8553	b0454	atl	ybaZ
TU0_13098	b0955	ycbZ	ycbZ
TU0_5562	b2964,b2963,b2962,b2961,b2964,b2963,b2962,b2961,b2964,b2963,b2962,b2961,b2964,b2963,b2962,b2961	nupG,mltC,yggX,mutY	mutY_yggX_mltC_nupG
TU_8387	b3026,b3025,b3026,b3025	qseC,qseB	qseBC
TU0_1902	b3227	dcuD	dcuD
TU0_14307	b2807	ygdD	ygdD
TU00473	b2553	glnB	glnB
TU0_13892	b3217,b3216,b3215,b3217,b3216,b3215,b3217,b3216,b3215	ychE_1,yhcD,yhcA	ychE_1,yhcD,yhcA
TU00089	b2553	glnB	glnB
TU0_13502	b4436	sibA	sibAp,sibA
TU0_8569	b0815	opgE	ybiP
TU0_13114	b1004,b1003,b1004,b1003	wrbA,yccJ	wrbAp,wrbA,yccJ
TU0_5901	b3870	glnA	glnA
TU_8411	b1943,b1942,b1941,b1940,b1939,b1938,b1943,b1942,b1941,b1940,b1939,b1938,b1943,b1942,b1941,b1940,b1939,b1938,b1943,b1942,b1941,b1940,b1939,b1938,b1943,b1942,b1941,b1940,b1939,b1938,b1943,b1942,b1941,b1940,b1939,b1938	fliK,fliJ,fliI,fliH,fliG,fliF	fliFGHIJK
TU0_2342	b2913	serA	serA
TU0_14325	b0952	ymbA	ymbA
TU00489	b0216	aspV	aspV
TU0_13908	b3290	trkA	trkAp,trkA
TU00106	b0720	gltA	gltA
TU0_13519	b2114	metG	metGp,metG
TU0_8587	b3492	yhiN	yhiN
TU0_13130	b1064	grxB	grxBp,grxB
TU0_6361	b3150	yraP	yraP
TU_8439	b2901	bglA	bglA
TU0_2581	b1102	fhuE	fhuE
TU0_14343	b3149	diaA	diaA
TU00505	b4163,b4164,b4165,b4163,b4164,b4165,b4163,b4164,b4165	glyV,glyX,glyY	glyVXY
TU0_13926	b3391	hofQ	hofQ
TU00122	b3428,b3429,b3430,b3428,b3429,b3430,b3428,b3429,b3430	glgP,glgA,glgC	glgCAP
TU0_13535	b2142,b2141,b2142,b2141	yohK,yohJ	yohJp,yohK,yohJ
TU0_8603	b3764	yifE	yifE
TU0_13147	b1138,b1137,b1138,b1137	ymfE,ymfD	ymfE,ymfD
TU0_6443	b0166	dapD	dapD
TU0_1122	b0896,b0895,b0894,b0896,b0895,b0894,b0896,b0895,b0894	dmsC,dmsB,dmsA	dmsABC
TU0_3104	b2582	trxC	trxC
TU0_14363	b0552	insH_2	insH_2
TU00521	b4368,b4369,b4370,b4368,b4369,b4370,b4368,b4369,b4370	leuV,leuP,leuQ	leuQPV
TU0_13944	b3471	yhhQ	yhhQ
TU00138	b3588	aldB	aldB
TU0_13554	b2182	bcr	bcr
TU0_8621	b4277	yjgZ	yjgZ
TU0_13163	b1168	ycgG	ycgG
TU0_6510	b3956	ppc	ppc
